score,title,time,review
1,"If you can think intelligently, this movie is not right for you.",2 June 2017,"I really do not understand how this movie is being hailed as the ""best superhero movie of the year"" or the DCEU comeback to Marvel. This movie's script is terrible, especially the ending, which makes absolutely no sense (I will explain in the spoilers portion below.) It also doesn't really do anything to develop the characters. When they do take a minute to say something about someone or add a little character into themselves, POOF! They're gone, not likely to return. I can't really blame the actors and actresses here for anything because they try to work with what they got. Unfortunately, the script does nothing to help them along. That makes the dialog bland and cliché and drags the movie down even more.Regarding the technical effects, they were OK. The CGI in the fight scenes had some really awkward looking shots, which made them look really manufactured. This is especially true in some of the sliding attacks. I almost wish that they utilized wire-fu/Hong Kong effects a little more in these types of movies as it looks more graceful and less ""weird"".Overall, I say skip this one. There are better superhero movies out there and coming soon. Spending your money on this will just make you wish you had your money back afterwards.--Stop here if you do not want to read SPOILERS-- --Stop here if you do not want to read SPOILERS--OK, let's get to why the ending sucks so bad. If you understand how anything works, you will instantly disbelieve the decision of Steve Trevor to blow himself up in the plane. It makes absolutely no sense other than to anger Wonder Woman, which was already done with the shell hitting Veld and the flashback Ares shows her. Also, there are many ways that Steve could have resolved the situation without killing himself. First, he is in Belgium, so when the plane takes off, he could simply fly out into the water, drop the bombs into the ocean, then land the plane, either back in Belgium or in England. Second, they could shoot out the tires or the engines on the plane, making it impossible to fly. Third, he could simply radio the Allies from the plane, or tell the other guys to call (they did this earlier) and land in France. Any of these would have worked as he had control of the plane.The second issue I had is the gas itself. They spout on about how blowing up the plane will effectively make a 50 sq mi. gas cloud, but not a minute or two later, the factory and everything around it is being destroyed. I'm sure there were still a few bombs left in there, yet everyone seemed just fine afterwards. Also, why in the world were guards walking around with gas masks when the gas was inside the bombs already? They drilled it into our heads about how the gas masks wouldn't work against it, yet the guards still decided to put them on? It's just dumb. Add in the fact that mustard gas is a blister agent, with no one in the town showing blisters, as well as the fact that they magically produce tons of this stuff in less than 24 hours for the big bomber and it is stupidly laughable.What gets me the most about these logic issues are that it's the non-superhero stuff that they messed up on. You had two people (gods) flying and fighting in the air during the climax of this movie and, truth be told, that was more acceptable and believable to the story than a pilot getting into a bomber and blowing himself up. Honestly, skip this one."
8,Inspirational and heart-wrenching,4 June 2017,"It's no secret that the DCEU had a rough start. I personally did not like Suicide Squad or Man of Steel and, although I enjoyed Batman vs. Superman, I know that it is not a very good movie. Wonder Woman needed to be good. This universe was in dire need of a win and they absolutely got one with this movie.First off, Wonder Woman herself was absolutely brilliant in this film. She was bright, hopeful, and innocent and was unbelievably likable. Gal Gadot played her wonderfully and I cannot wait to see more of her. I really felt that I had connected with this character on so many levels. Chris Pine's character was not particularly deep, but I still cared about him and loved his relationship with Diana Prince. They had fantastic chemistry and the way that they taught each other about each other's worlds was brilliant and made for some excellent comedy as well. I was incredibly saddened when Chris Pine's character sacrificed himself at the end of the film and Wonder Woman's tear- jerking reaction was very emotionally involving.The action was fantastic, but that was no surprise since it looked so good in the trailers. The World War I sequence was ridiculously entertaining and I wish I could have seen more of it. The final sequence with Ares was also extremely exciting.My favorite scene in the film was when Steve warned Diana not to cross No Man's Land and she climbs the ladder anyway. I got goosebumps all over and was on the edge of my seat. That scene was Grade-A filmmaking. Wonder Woman is extremely inspirational in this movie and that scene embodies her character. Scenes like that were the most memorable for me. As awesome as the action was, the moments that flesh out her character and her relationship with Steve were the best part of the film.My main issues with the film mostly involve the villains. Dr. Poison seemed like she would be an intriguing character, but felt very bland and the movie never revealed what her true motivations were. General Ludendorff was an actual person in WWI, but his presence felt somewhat unnecessary and I did not feel that he was a great villain. The gas that he used to give him strength was also not needed and felt utterly pointless and out of place in the movie. I liked Ares, but the reveal of who his character actually was somewhat cheap. His motivations for showing the ugly side of humanity were very similar to Heath Ledger's Joker and I did enjoy that. My other main negative was that I also would have liked more emotional moments while Wonder Woman was on Themyscira, but I was satisfied with what we got in that particular part of the movie. Another great element of this movie was the fact that it stands on its own. There's no forced reveal of any of the Justice League characters nor is there an unnecessary setup for that movie. You could argue that this is because of the time period that this movie takes place in, but I think that Patty Jenkins really wanted to make a film that was separated from the other DCEU movies. I absolutely loved the opening scene in which she opens up a suitcase from Bruce Wayne and views the picture of her from WWI. It was the perfect way to tie the film into DCEU without going overboard. It was also the perfect way to set the stage for Diana Prince's story. The closing scene where she thanked Wayne via Email was also cool. The movie is also incredibly well-directed. Patty Jenkins is a true talent and I look forward to seeing what else she does in the DCEU and beyond. The movie is colorful, vibrant, and lively and looks utterly gorgeous. I loved the stark contrast between the clean, tropical Themyscira and the dirty, war-torn locations outside of it. Overall, Wonder Woman really gave the DCEU the push it needed. Wonder Woman now has a fantastic backstory which will really add to her character going forward. I cannot wait to see this character in Justice League and I look forward to seeing the movie many more times.8/10 Grade: A-"
1,Impulsive and Stupid Wonder Woman,13 June 2017,"I'm not going to get into the generalities of why this movie was terrible, I'm going to be very specific about scenes that left a bad taste.1. Wonder Woman's aunt sacrifices her life so that WW doesn't get shot from behind early in the movie. Later in the movie the villain tells her she's a god and only a god can kill a god. This renders her aunt's sacrifice an act of suicide because the movie went out of its way to tell the audience that all the Amazon Women knew she was a god. 2. WW's mom, the queen, tells everyone not to do something only to have everyone disobey her. Not just once, but EVERY time she says don't do something, someone does exactly the opposite. I.E. Don't train my daughter to fight, don't let this guy leave the island, don't go with the guy leaving the island. 3. WW essentially causes every innocent death in the movie. She leads a battalion through 'no mans land' and liberates a town. Then everyone in the town is killed by a gas attack that only targeted the town because it was liberated.4. WW is incredibly impulsive and stupidly clings to mythology rather than listen to many people try to reason with her. Chris Pine repeatedly tells her to wait for him and she does the opposite. Wait outside this door, she goes in. I'm going to sneak into this castle in disguise, she shows up in an evening gown and blows up his plan. He tells her killing one guy won't stop the London gas attack. She runs off and kills that guy only to freak out on Pine because she was wrong. 5. Chris Pine's character commits suicide for no reason. He steals the airplane with the poison gas (which is conveniently flammable gas) and shoots it while he's flying mid-air; sacrificing himself to dispose of the gas. If he only thought to look for a parachute he could have left a grenade in the plane and jumped out. OR he could have asked WW for one second of help; instead he tells her he loves her.All and all the movie is a cluster F and signals the entire DC Universe is going down in flames under this leadership."
8,A good film,22 October 2017,Looking at these reviews i felt i had to write one myself. All i see is marvel fans saying how bad this film is.Trust me this is a good watch i watched in cinema and at home both times i enjoyed.the beginning is a good introduction of wonder woman and the Amazonians.If you are looking for a good action film with a good cast and story this is it. The scenery is amazing and the action scenes look amazing there are even funny scenes in this film.Don't listen to the haters who feel threatened by this film just watch and enjoy as i have and others.
1,"Sitting in a room full of people, watching a blockbuster and feeling utterly bored...",18 June 2017,"I am careful these days. I don't generally trust overwhelmingly good reviews and let myself be lured into the cinema by high ratings, but somehow I fell for the high score for Wonder Woman here on IMDb.Maybe I wanted to be pleasantly surprised. Maybe I thought this could be the exception to the rule. At least, I didn't expect to be utterly disappointed and bored. Where to begin? - - SPOILERS AHEAD - - - The only thing I liked about this movie was the early action sequence on the beach. I thought the clash between the Amazonians and the WW1 soldiers was well made.Here are the things I didn't like:All the clicheés - 1. Not telling Diana who her father is 2. the 'train in secret' clichée 3. the 'average' joke 4. the dressing montage 5. the evil German killing his own men/how cartoonishly evil he wasthe scarred, evil scientist that looks for a formula. 6. the unnecessary heightening of the evil guy's strength 7. the 'oh, Wonder Woman is so stunning' by every man in the movie 8. the late predictable reveal of who Ares is etc.The whole time I was watching, I couldn't help thinking that this movie should have been called 'Steve Trevor' instead. He is the only one with a little character development, motivation and plot. I hated that Wonder Woman was basically just following him around, deciding in the worst moment to do something foolish and run into a hail of bullets just to later lose what she fought for in that instance, then lose faith in an anticlimactic moment, after seemingly having reached her goal.For a movie that wants to be progressive, it spent an awful amount of time commenting on how Diana was never dressed for the occasion. First in London, then at the gala in Germany. And you know what? I felt bored. Really, really bored. No gripping story, main character or action.The CGI was silly (lasso, bad guy's face, WW in some shots). The deflecting of the bullets was silly. The destruction of the tower and other brickwork was silly. The sword in the dress was silly. The resolution of the movie was silly. If this review helps to stop only one person from spending money on expensive cinema tickets and popcorn, raises doubt in the mind of only one young writer about the quality of Hollywood scripts, makes only one person wonder if we have really come this far from 1950 sexist comic Wonder Woman becoming the Justice Leauge's honorary member and secretary, then I can call myself lucky."
1,Bad on all fronts (Spoilers below),8 June 2017,"The movie is filled with cgi effects that are all around bad. Physics seems to just disappear and shots look awkward. Characters gets introduced, characters that give no further development to the story and are portrayed as stereotypes (drunk Irishman, the Indian, etc.). Furthermore all the Germans are portrayed as an incarnation of Hitler himself, the story tells that only Germans use gas and only Germans kill.The antagonists are boring and the story is so stupid and predictable that it ruins the whole movie. But the thing that bothers me the most is the most idiotic ending.The main ""twist"" is that Ares isn't the one making humanity evil, but rather mankind itself. This is totally forgotten when WW kills Ares and the German army suddenly drops their weapons and everything is all happy. (note that this ending is less than 20 minutes after it's explained that Ares isn't the bad guy)The portrayal of WWI is so bad that I wonder if the writer did any research at all. Lastly the story is filled with plot holes and redundant scenes.DO NOT WATCH THIS CRAP"
2,Seriously DCEU?? Definitely not the best one of the year !! Whatever Marvel gets right DC gets it wrong again and again.,6 June 2017,"I am a huge fan of Superhero movies and i had to say i was pretty excited for this one!! But just like every DCEU movie since Christopher Nolan's Batman trilogy its just bad script and worse directing!!Lets get to the movie now!! It started off really well and Themyscira was portrayed in a beautiful and untouched by modern era and they got it right.Stunning visuals and waterfalls and they showed us how Princess Diana is a ""FIGHTER"" by heart and always wanted to fight for what is right.Amazonian women were portrayed as strong and intelligent women which was conveyed through the initial few scenes. Just like every other stereotypical Superhero movie she will become a bad-ass within 10-15 minutes of the movie defeating everyone and uses her braces and unleashes a mega shock-wave accidentally.They don't show her using it again in the movie where she could have !!!! Here they mention something about her heritage and nobody has a clue what the hell was going on!!Then she rescues the ""Dude in distress"" ....Steve Trevor and the movie just slows down to a pace just like the boat they set out to get out of Themyscira!! Few people die during the beach invasion as expected and a couple of scenes made me go Woahh but other than that quite forgettable.Gal Gadot was really good at portraying Wonder Woman and behaves much like Thor when he enters Earth. Doesn't know the curtsies or the rules of the outside world.She was convincing as an intelligent woman who spoke more than 100 languages!! Throw in few more scenes of rescuing Steve Trevor from German spies.Here again they could have had some bad-ass action sequences but they didn't.Finally as in every other Superhero movies the hero goes and fights the bad guys...was waiting for this for so long and this was just before the break. On the way the heroes party(Steve Trevor and WW) is joined by a couple of forgettable characters who were there clearly to add some laughs but didn't actually workout. one flaw i found here was Germans conversing with each other in English with bad accents. The casting choice for Ludendorff was really bad.Danny Huston was horrible as a German Military Officer and they keep calling their head ""KAISER"" which was how Germans referred to their head during World War One-according to the comics that's when actually Steve Trevor and Princess Diana meet not during World War 2.We will skip to the Final Act because the scenes in between are really forgettable . The action sequences were so bad and the CGI was laughable at certain points.It looked like a video game at one point.Final Act dropping the bombs in London.This is when the BS hit the ceiling!! Diana kills Ludendorff thinking he was ARES-but boy was she wrong!! Psych-It was the well mannered British Guy....ooh mind blown....NOT!!!! Another typical fight scene where everything almost seems out of hands and defeat for the hero and the entourage but through some act of human behavior the Superhero gains strength to kick the bad guy back to his place. Here again she doesn't use her powerful braces for the main villain!!!Overall a really OVER hyped ,Cliched,Poorly directed,badly cast with a horrible story well of course Zack Snyder was involved what else did people expect the Story to be!!"
1,"Good in action but same old, same old plot",5 June 2017,"Okay, Wonder Woman is now a huge success and not only that but the new front of the DCEU. The action is spectacular, the fighting is nice but what this movie fails in is the loopholes of the plot. Ares was cast down by Zeus and the Amazonians were isolated into a tropical paradise yet we are not clearly given a connection between the two incidents as to why. Then, we get a lousy plot about how Wonder Woman leaves of to London just because she thinks Ares is the reason for the war. Diana's mother confides with someone else to not tell Diana that she is a god killer, but this is said when she leaves so what's the point? Then starts a typical war story where the heroes win a battle, then again see innocents die because of a man's mistake and the man sacrificing himself so the other's can live. Okay I get that they were trying to make him a hero but come on, this is it? The plot stinks... so many typical plot points are used uselessly to bring out a stubborn biopic of a god, at least the scenes are interconnected but other than that its useless. It's not BvS bad but it's near Fantastic Four bad... Definitely another DC movie to evade, not different from Suicide Squad when it comes to clichés.."
1,Best DCEU movie yet--still doesn't say much,5 June 2017,"Grade: 6.2/10, D+ 1/10I'll just say it: Wasn't as terrible as I was expecting, but it was still pretty lame. Not good by any stretch of the imagination, but far better than anything DC has put out thus far. Patty Jenkins needs to be given a pat on the back for giving DC it's first non-vomit-inducing movie. Still, I wish WB would give us a superhero movie worthy of 2017 and not 1987.Gal Gadot did surprise me, though. When she wasn't TRYING to act, she actually gave a good performance. The problem was, the rest of the time she was trying to act, and it showed horribly. And it did not help that EVERY, SINGLE action scene she was in that wasn't CGI'd was done in slow motion. When she moved fast, it was always from behind and you could tell that it wasn't an actual person. She still showed little emotion when she talked, reminding me of a contestant in a Miss Universe contest giving canned answers to stupid questions.Chris Pine was Chris Pine. Nothing good or bad about that. He turned in the most solid performance of the entire cast, but even he felt to me like he couldn't believe he signed up for this movie or the DCEU in general. Probably had high hopes before the BvS reviews started piling in. He did the best he could with what he was given to work with.Danny Huston overacted so much in this movie. There wasn't a single scene he was in that didn't make me cringe (funny, because I was expecting to cringe during all of Gal Gadot's scenes, and I only cringed through the scenes where she talked).The secondary characters who made up Steve Rogers--er, I mean Steve Trevor's Howling Command--er, little group were nothing special. I mean, literally, they served no purpose that I could see in this movie at all.The plot was nothing special. I've seen the three acts of the movie done in other movies and done much better than here. The first act on Themyscira was kinda terrible, with every Amazon speaking in a really thick accent to cover for Diana's. It made them sound clunky and not graceful, like you would hope Amazons would be. We got a brief history of the Amazons shown an an ancient iPad which just made made me roll my eyes. It was very reminiscent of the way Zod told Kal-El about Krypton in Man of Steel, just not as well done. And Themyscira was pretty, but Asgard in Thor was definitely more amazing. Also, they did not explain how Steve broke through the protective barrier surrounding the island. I suppose it was because Ares was back, but something somewhere might have helped.The second act took place in London and Germany, and again, while it was done well, it was done better in Captain America: The First Avenger. But I will say the No Man's Land scene was probably my favorite part of the movie, and Gal's warehouse scene did put Batman's in BvS to shame. The third act was your basic CGI monster that you see in most superhero movies nowadays, but Ares wasn't terrible like Doomsday. But after seeing the final battle, it made me ask myself ""If Wonder Woman could do this, why did Superman have to sacrifice himself in BvS when Wonder Woman could have torn Doomsday to shreds"" so there is no consistency in her power.The music was decent but kinda forgettable. They, of course, had the Wonder Woman riff play during the warehouse scene, but that was the only thing noticeable that I remember. Cinematography was decent and the CGI was good other than on Themyscira which just didn't seem to fit tonally with the rest of the movie. Pacing was decent, too. I didn't really feel like falling asleep, and while I think the movie could have dealt with a bit of editing, the only thing they could take out was much-needed character development--though they really could have done without Steve trying to explain sex and marriage to Diana.If you liked the DCEU so far, you'll love Wonder Woman. If you hated the DCEU so far, you'll probably find it meh and not worth ever seeing again--and maybe not even the price of admission. I got to see it for free, so I'm not really complaining. I don't want my money back, but if I could go back in time, I'd tell myself not to see the movie to begin with, even for free."
1,Wonder Woman single-handedly ends WW1.,23 June 2017,"Is it just me or are the movies from Hollywood getting worse and worse? This movie was actually so bad that I felt the need to create an account here to review it and hopefully save a lot of people from wasting their money.Where to start... The whole movie is a complete mess and the plot seems to lack any logic.First off the movie was marketed as being about a strong female lead character to counter the never ending movies about men. This is a welcoming change in the movie industry but just like the recent ghost busters movie it really fell short. I was expecting a kick ass character like Ripley from Alien but instead we get this naive young women that needs to get told by the male lead character what to do. The plot was actually carried by men throughout the movie and instead of a movie empowering women it was a movie with the usual gender roles.Anyway I knew from the first scene that the movie was going to be crap when they showed the earth from space and somehow the clouds was well above the stratosphere. The clouds where so big that you would think that it was on Jupiter.The characters was shallow and you never got to know anyone. There is one scene where they sit around a campfire and talk about their backgrounds but they say like two lines each and that's it! even the characters in Pokemon for game boy was more developed.Then we have the plot. It is the usual America is great and Germany is crap. The Germans as usual are depicted as soulless murderers. They are useless and miss every shot and get moved down by the 100s by 3 guys, sounds familiar? the chest plate on wonder woman even has the American eagle on it... The plot is also full of holes. I can honestly say that i was more lost during the movie then my lectures about Fourier analysis. There was so many whys going through my head that i could easily write down 50; why was the whole fleet after one spy?, why did the Germans stop assaulting the beach?, why did the Germans have the army uniform and not the navy uniform?, why isn't the island full of shipwrecks?, why haven't anyone seen a human before on the island? etc. you get the idea and this is only one scene in the movie!Wonder women herself is overpowered. Makes you wonder why she needs anyone helping her? She is a demigod for crying out loud! Her powers are ridiculous and she is practically unkillable. Whats the fun in that? even superman has an Achilles heel... Her only weakness is being utterly gullible."
2,Did not enjoy,23 June 2017,"Although one can find some hints of ""fighting for/because of god"" (the writing language in the stolen notebook gives a hint of what god is the analogy to), this is mainly a boring movie.I am from Israel, and I like Gal (even voted for her as the woman of the year for some men magazine), but the acting is terrible, and the visual/sound effects are far from special.The high score is definitely misleading."
10,Really Wonder!,4 October 2018,"Awesome story and awesome acting,best movie of 2017!"
8,Best Woman Super Hero Movie,2 October 2018,I enjoy this movie when start to the end this movie make me excite fill love and cry.
10,Wonder Jenkins,23 September 2018,"I love the DC universe and Wonder Woman movie was a revelation for me in superhero movies. Gal Gadot is gorgeous in the image of Diana and Chris Pine in the role of Trevor, also deserves gratitude charming Patty Jenkins who gave us a great story, exciting and instructive story about friendship, peace and love. After each viewing in some moments of the film I couldn't hold back the tears, it is an achievement as actors and Director. Looking forward to the sequel!!!"
2,"OK Acting - Terrible, Tereible Story",22 June 2017,"Lets start with saying there are good parts in the Movie.As a lot of People disliked the first half of the film, i actually liked it. It was a little slow, but overall it set up how wonder woman grew up.Now to the second part: Just.. don't... you cant just change the setting from WW1 to WW2 and only change ""now there are trench wars and its 30 years earlier"".WW1 was the ultimate example of showing people that an industrial war leaves no Winners. But the first thing WonderWoman is doing is choosing a site simply because he is the first person to enter her island and is being chased. After this the movie is playing a perfect black and white game with explanations ""we have stalemate for years, but this small village has still scared villagers that want here to help to fight against the evil forces.At this point i was hoping for a revelation when Wonderwoman kills dozen of German Soldiers that the British would overrun them and kill Germans that are just try to flee and survive, or kill the civilians. That could have been a great revelation to her about all sides of the war are bad, and have perfect character development. BUT no - nothing like this happens, she kills Germans, everything is fine, the villager's greet them as liberators and thank them.Which is actually just an incredible incredible downplay and rewrite of history. The Movie could have made an statement, it could have been anti war. But no it chooses to glorify violence in a black and white setting.But the it gets worse... We enter the finale: After again killing dozens of German solider, Dr. Poision is right in front of her, the one of two truly evil character we have in this movie, and what does WW? she changes her mind not to kill her. After her decision, she goes on to kill again.(but i guess that's okay because it was a woman who was just torturing people and developing weapons of mass destruction instead of soldiers who where forced to fight)Other things that might bother you but i would be willing to let slide because, of - superhero movie: Small Airplane get off in desert and manages to fly way to far Giant ship with canons, vanishes after people in landing rowboats get defeated. secret weapon gets invented and gets used one time with no effect conclusion to sacrifice is just... well senseless Spacetime must be waaaaaay off in to many instances (plane, boat, locations, travel time) Charakter development is hinted but then ignored"
2,Absolute trash.,27 June 2017,"This movie is terrible. Not the worst movie I've seen by DC, that's Suicide Squad, which is why I'm giving a 2 instead of a 1, but still terrible.There are plot holes and stupid decisions galore in this. The titular Wonder Woman is intended to come off as an intelligent but inexperienced, emotional character, but instead comes off as a self-righteous brat who knows only what the plot needs her to know. Her and the rest of the Amazons have a fluent understanding of all languages (with a random assortment of accents) but are apparently willfully ignorant of the cultures, countries, events and inventions of the world.Princess Diana in particular is a holier-than-thou, we need to save everyone character, in the last leg of a war she didn't participate in. She judges everyone as cowardly or inhumane, but doesn't stop to listen what sacrifices had to be made or that suffering had been going on nonstop. She walks out to a battlefield and crosses a deadly No Man's Land with ease, ignoring that soldiers have died there for over a year.It's easy to be judgmental when you're literally a superhero who can do anything, it's degrading to act that way to normal humans who die if they follow. Later she has a ""touching"" minute where the people she saved are killed, before running off and never addressing that point again or learning any lesson.On the point of empty plot points, I suppose her family and friends are all horribly killed by the German destroyer that parked itself by their island, which is never addressed again.The brat character kills Ares, whose entire (forced) backstory is a gross but acceptable deviation away from real mythology, saves the day, ends the war. No real mention or honest tribute to the millions who died to get there, just one mythical brat and her goodwill/badly written love powers for a character who sacrifices himself needlessly.Go save yourself time and watch Sailor Moon. It's got more depth than this movie."
10,The best from Dc,6 October 2018,"I was never expecting less from this movie it was by far the best from DC
It is worth watching"
4,Major Disappointment,10 October 2017,"I can't help but wonder if I watched the same film that impressed so many people. As with most DC Comics films, this one was a great disappointment. While Marvel Comics films tend to be satirical and even self-effacing, DC films are pretentious and tedious. Sadly, Wonder Woman was no exception to this rule.The scripting was totally unimaginative, with dialogue that bordered on infantile. Visually, the landscapes all seemed plastic, with B-movie grade CGI throughout. Even the music was awkward, fighting the dialogue during the more intimate moments and drowning each scene in instrumentals. I found myself doubting whether the director and editor are aware that there doesn't have to be a bombastic or flowery incidental score under everything — it displayed a lack of confidence in the dialogue and acting carrying the scene.Regarding the acting, both Gadot and Pine gave it their best, struggling with the stilted dialogue and boring, telegraphed story line — but even they couldn't transcend this quagmire. If not for its pretentiousness, this film would have played far better as a comedy, lampooning itself. Instead, it drowns itself in incessant platitudes of women good/men bad, framed within a plebian one-dimensional plot.Again, I'm at a loss to explain its high marks, other than to ascribe it to the currently trendy political correctness that elevates all patronizing misandry to high art and entertainment."
9,Best modern DC film,1 October 2018,I finally watched the new Wonder Woman movie. I must say I'm very impressed. This has to be the best DC adaptation they have made in years. The story was interesting and didn't feel cliche at all. The action was all well choreographed and felt very organic. I really love the character interaction in the film as well. The film really brought to heart what Wonder Woman represented for DC Comics. A great ride overall 9 out of 10.
3,Serious Greek Myth Fail,19 June 2017,"This review focuses on Greek Mythology in the Wonder Woman story line, or rather the lack of it. I expect superhero movies to play fast and loose with history and myths. As long as its fun, all is forgiven. Unfortunately, the WW movie didn't rise to this low bar.On the positive side, it was nice to see that the Amazons were placed on a Greek Island, instead of somewhere else on the planet. The island and the training amazons were pretty cool. That's where it stops.We were introduced to a creation myth where the head god, Zeus, created mankind and made them good. What? Zeus didn't create humans. He disliked them, except when he was having sex with them. The titan Prometheus created humans out of clay and Athena, the Goddess of Cities and War (yes, there is more than one war god), breathed life into them. Zeus tortured Prometheus for allowing humans to walk upright and use fire. Neither the gods nor humans were good or bad in the Greek mythos. They simply were.Then Ares (the male god of war) led a rebellion against Zeus. Killing all the other gods. Well, this at least has mythological precedent. The gods under Zeus led a rebellion against the titans and cast them into the underworld. However, Ares seems to have done this all alone.Zeus then created the Amazons to defeat Ares. What? In actual mythology, the tribe of Amazons were the offspring of, wait for it.... Ares and Harmonia - a nymph. So, Ares is WW's father, not brother.Ares then devotes himself to corrupting mankind for the rest of his existence. Odd, in Greek history, the Greeks were so busy waging war they needed two gods to keep up. No corruption necessary.Finally, Zeus, creates a child of his to serve as a weapon against Ares to save mankind, Wonder Women. Really? This sounds odd and forced in a Greek setting. That's because it is. There is another setting where all of this becomes very familiar: the Bible. The Christian God created humans and made them good. His head angel, aka the Devil, rebels against him then devotes his existence to corrupting humans. So, God creates a child of his to help humans resist the corruption, Jesus.Why in the world do we find the bible story as the central plot of a superhero movie? It doesn't make much sense, cheapens the story of the Christ, and obliterates the Greek myths in the process. There are a lot of other issues with this movie, but I have a hard time letting this go."
3,Bad. Really bad.,25 June 2017,"Warning Spoilers!!!!!! I was very dissatisfied with this movie. I did not live up to the hype or the reviews it was getting. Here is why: I thought it was going to be done as realistically as possible other than the fact there was an amazon goddess. Instead what I got was incorrect Greek Mythology. The movie also presented general Ludendorff as the ""main enemy"" when actually after Ludendorff was killed Kaiser was still alive so the war was not over. Kaiser also had no board to consult with to negotiate an armistice because Ludendorff and ""professor poison"" killed them all. As a person who knows about WW1 history I was extremely disappointed. There were also three characters that they tried to implement but were not memorable at all. I can't even remember they're names and I watched the movie half an hour ago. One of them was a sniper who apparently can't shoot! For this point I have to give a little backstory. Professor poison made a mustard gas that substitutes sulfur for hydrogen making gas masks useless. Ludendorff then puts the gas in bombs and the bombs on a plane. There is a moment where all the bombs are exposed while being carted to the plane. It is later revealed that the gas is flammable (well obviously, it's hydrogen!!). So if this sniper guy shot the bombs then they would instantly catch on fire and the death of many (including one of the main characters) could have been avoided."
2,This is NOT what a Female Lead movie should be like,26 June 2017,"I never write reviews on IMDb, but I disagree so much with the 8+ rating I had no choice.The aspect which bothered me the most about this movie, is that it is portrayed as a movie with a strong female lead. I expected Wonder Woman to be this cool warrior, being strong and independent and all that other things strong women should be. But in fact, Wonder Woman was just dragged from location to location by Steve. Every time Wonder Woman showed some fierce or anger, she was being shushed and told to leave (which she did). When Wonder Woman was introduced, the first thing mentioned is how beautiful she is. Further on, where are her muscles???! She is supposed to be a strong warrior, but apparently Hollywoods beauty standards are more important to portray. Another female aspect which was emphasized was her emotional side. In several occasions Wonder Woman portrayed empathy to humans, animals etc. which left her almost crying. The men in her environment told her to let it go (aka don't be such a pussy), while they showed no signs of emotion as the stereotype man. It is like Hollywood had the intention to make a movie with a female lead, but in the process decided that the female should be portrayed as usually is; beautiful, emotionally weak, needs to be controlled.And now I have not even started with all the other aspects which makes this film so bad. Flat characters with very flat lines. Almost every line is some stupid one-liner full of clichés. The makers started off with WWII but halfway through switched to trenches and gas aka WWI? I guess WWII was not interesting enough. Furthermore, the story followed the typical story line build up, no surprises there. And of course more things which did not make sense at all (the gas in the plane would kill everyone in an area of 130km square if grounded, but hey if I fly it 500 meters up and blow it up no problem). The last line of the film and thus conclusion made the whole film silly: only love can save the world... OH come on!"
