score,title,time,review
5,Bumbler Survives To A Happy Ending.,2 July 2016,"Adventure in Fantasyland sums this up. It's cute, it's cuddly, it's silly. It's a cartoon. It's Disney.So, stay on the surface if you want to enjoy this movie but don't dive deeper into it b/c it's unpleasant.Every movie has a villain/difficulty for the protagonist to overcome. Dory's short term memory loss is the ""villain"". It separates her from her loving parents and plagues her throughout the movie with a gnawing sense that she's not where she's suppose to be. It causes her to trust strangers, some who are natural predators - one who does not have her best interest but eventually gives into her plight. The message: Even predators will help you if your persistently cute and innocent. Not a good message in reality.Her memory loss leads her into dangerous situations as she is physically lost. But the main, clear message is ""Just bumble along in life, you won't get hurt, and everyone is there to help you. Life is a happy adventure."" The reality is she would have been victimized or killed each step of the way. Inaccuracies abound. Salt water fish surviving in fresh water. Sea Urchins in a touch and play tank - ouch. Shark whale called a whale. A fish has the capability to read English but can't remember moment to moment - that's just stupid. More and more movies are coming out that are too much like video games. Action without consequences. Story lines abandoning reality - even physics and the natural laws - promoting moralities based upon dangerous falsehoods. First thing you learn in middle school English is ""What is the moral of the story?"" What IS the moral of this story? It's not just wrong, it's dangerous.So, if you really want to enjoy this movie just be like Dory! Just bumble along for the ride and don't think much. La-la-la. Weeeee."
3,Dull and unnecessary repetition of original,15 August 2016,"I'll come out and admit up front that ""Finding Nemo"" is not one of my favourite Pixar movies. When it was released I found it quite easily the least funny Pixar movie to date and, having followed ""Monsters Inc."", I worried that Pixar were shifting their focus to the kids in the audience without delivering so many of the clever references and gags that are the core of their appeal to adults. Happily ""The Incredibles"" followed the subsequent year, still the best movie the studio has produced.Critical reception for ""Finding Dory"" convinced me to give it a go, but I wish I had listened to my instincts to avoid this one. Much like its predecessor, the film is generally lacking in humour and barely raised a chuckle from me throughout. Not much thought seems to have gone into making clever gags, exemplified by the oft-mentioned use of Sigourney Weaver as voice talent. It's like someone at Pixar said ""Hey, wasn't it funny when we had Sigourney Weaver as the voice of the ship's computer in ""WALL-E""? Well, yes, it was - because that was a clever reference to the film ""Alien"". Here, no such reference exists, so it's just unfunny name-dropping.The lack of humour compounds upon a really weak story line that is soul-drainingly repetitive. It is no spoiler to say that the vast majority of this movie consists of the three main characters being split up on their way somewhere, managing to get back together again and then immediately being split up again. It happened over and over again until I was internally screaming at the film to come to a merciful end. The film's emotional core is a simple rehash of the original and never rises above the bargain-basement ""Family is good"" and ""You can do it if you try"" tropes of a million other kids films. It's a far cry from the subtlety exhibited by last year's ""Inside Out"".Possibly most damning of all is the fact that this movie doesn't even push the visual boundaries of the original. Considering that it's been 13 years I was expecting to be wowed by some great underwater visuals, but this film doesn't look any better than its predecessor. Disappointing to say the least.Overall this is definitely one to skip unless its to keep young children occupied for 90 minutes. Given that next year we have an unwanted 3rd ""Cars"" movie, we'll have to hope that original IP ""Coco"" can demonstrate the qualities that we've come to expect from Pixar - they're in short supply here."
4,Finind a reason for Finding Dory,1 August 2016,"Took my two children ages 5 and 9 to watch. The opening Pixar Piper was awesome!They can really convey a story with no dialog and be totally entertaining. However, Dory with all the dialog just fell flat. I think many would agree that there are many movies that don't need a sequel, no matter how much money they made with the first.Some movies, like Nemo, already complete an original story and tie up the ends nicely. Pixar really hit the underwater CGI at 100% with Nemo. I believe that, combined with lovable characters, good main plot, and very cleaver idea interactions (sharks, crabs, gulls, dentist office and aquarium scenes, all the mini-struggles along the way, and the development of the character arcs like Marlin/Nemo, Marlin/Dory, etc) made Nemo an innovative cartoon movie for all ages, hence the immense success. Sure, writers can contrive any number of plot lines into a sequel, but form without substance renders a somewhat lackluster sequel=Dory. The movie is highly colorful and continues Pixars excellent water CGI but can't top what was already done to perfection in Nemo. The story re-acquaints the old characters with some as-expected new characters, with a brief turtle Crush cameo. The sea lions were cute, the octopus made for a few laughs, but the whole ""I can't remember.."" Dory character was so overused that it overshadowed the movie with a somber melodrama. I could hear many kids groaning in the theater as the movie dragged on, my two barely stayed awake. The Dory character in Nemo had a purpose, was used skillfully and moved the movie along with some slapstick lines by DeGeneres almost like Robin Williams' Aladdin. But to make that a core plot and centerpiece is not enough to carry a movie. I guess it makes sense to Hollywood to take a move like Nemo, that cost $94mil and grossed probably a billion with marketing and toys, is enough reason to stretch for a sequel. Did it work for Kung Fu Panda, Ice Age, Chipmunks, Happy Feet, Shrek, Toy Story, Despicable Me, Madagascar, How to Train Dragon? Admittedly sometimes yes, but not this time."
4,"Finding Dory is supposed to be a worthy sequel, but it isn't.",9 July 2016,"I am a very big Pixar fan. I grew up watching all the Pixar classics when I was a kid. Toy Story, The Incredibles, Wall-E, and Finding Nemo are some examples of my favorite Pixar movies of all time. When the Finding Dory teaser played before The Force Awakens, that effing piano at the beginning gave me goosebumps. The highly anticipated sequel to our favorite classic is here! I was very excited as I entered the theater. I wasn't surprised that 40% of the theater was occupied by children (although the most surprising thing here is that elders were dominant). It was supposed to be a great day to spend Father's Day last month. But as I exit the theater, I don't know exactly what was wrong with me. I felt kind of underwhelmed and disappointed at the same time. Is this the most disappointing Pixar film yet?First, I'll list the only good stuff in the movie.1. Voice acting. The old cast in this sequel still have the same energy they had back in 2003. The new cast such as Idris Elba, Diane Lane, Eugene Levy, and Ed O'Neill shined in their roles. 2. Humor. Although the humor is aimed at kids, there were also jokes made to fly over their heads. Sigourney Weaver's scene and Dory considering her as her friend as an example. It's a remarkable scene.Now here are all the flaws in the film:1. Story. Not only did I notice the storyline is rushed, but even others did. Are they low on budget? I don't know.2. Plot. This is a problem most people have with the film. The plot is basically a rehash of the first Finding Nemo! I didn't have any expectation of wishing for something original since this is the first time Pixar rehashed a classic. Add some exaggerating and unbelievable moments in the film.3. Lack of heart. Another big problem with the film is that it lacked heart. When I heard that there are no teary eyed moments, my excitement lowered a bit. However, when my friends said they did cry, I went to the theater also expecting to cry. But there wasn't any time for teary eyed moments. Take Inside Out, Toy Story 3, Up, and Finding Nemo as examples. They broke our hearts so much that you can't resist crying. The story is ""so human"". In Finding Dory, they were replaced with laughs instead. 4. The Tank Gang's appearance. Why were they at the after end credits scene? They could've been in the actual movie instead of letting only a small amount of people getting to see them again. Really disappointing.5. Exaggerating moments. The new character named Hank was a really likable character, until he was ruined in the third act. He actually drives a truck on the road! Would you also like to see fishes hijack a truck? What about a whale shark escaping from its tank? You'll find those here. What a move, Pixar.6. Music. Thomas Newman is a great movie composer. But he's not so great here. His music sounds so uninspired and he didn't bring the original Finding Nemo theme (excluding one scene). Dory's theme is too similar to the theme of Finding Nemo. And at times, his music gave me a Dreamworks feel.7. Theme song. I literally hated Unforgettable. It sounds more of a James Bond theme (kinda sounds like Writing's on the Wall from SPECTRE) than a Finding Dory theme song. Sia wasn't even a good choice to sing the theme song. Is Hollywood hiring famous singers to sing theme songs for every single movie? The terrible Ghostbusters remake has Fall Out Boy performing the theme. Bad idea. What's next? Justin Bieber singing a new theme for Rogue One?8. Children are treated like devils. This isn't really an issue in Toy Story 3, but they did it again here. It's like saying Pixar thinks children are devils.As you can see, I am very disappointed with Finding Dory. I was ready to give this a 10, but after seeing the movie, I am very disappointed. This is supposed to be a worthy sequel, but it isn't. Instead, we were given another mediocre sequel from Pixar (in my ratings Cars 2 is rated higher than this because at least the characters are not exaggerating and we had a really good theme, but it's still a disappointing Pixar movie). It's not as good as Finding Nemo either. This won't be in my Pixar collection. This is the second Pixar movie not to be present there. I refuse to believe this exists. Hopefully The Incredibles 2 won't be as mediocre as this.4/10."
5,A bland sequel - as to be expected by Pixar as of late,20 June 2016,"Pixar has not had the best track record as of late releasing mediocre films such as ""The Good Dinosaur"", ""Brave"" and lifeless sequels such as ""Monsters University"" and to an extent ""Toy Story 3"", so going into this one I did not have high expectations. While somewhat more enjoyable than the previous films mentioned, ""Finding Dory"" just does not have much going for it, which is to be expected considering how unnecessary this sequel is. Finding Nemo was a great film on its own and it seems that Pixar is cashing in this time by attempting to ""expand"" the side character of Dory, and the result was not great.In the first 10-20 mins Dory is excruciatingly annoying, having all the conversations revolve around her, the short-term memory condition gets painful really fast, especially in the attempt to make brainless, lazy ""jokes"". This just goes to show that Dory's character was never intended to be front and center, but rather as comic relief, and similar to ""Cars 2"" with Mater, while it works in the first one it is simply tiring in the sequel. Pixar knew this well, and tried to fix it by having the movie spend wasted time with Marlin and Nemo with little attempt to expand their characters.Although, rather than expanding Dory's character, they just rehash her arc from the first one, and instead give her an uninspired backstory relying purely on Dory being ""cute"". What ensues is another typical, generic Pixar ""adventure"", plagued with unnecessary flashbacks that only serve to interrupt the flow of the movie.I will say however that the most enjoyable part of the film were the various humorous parts of the movies such as the Seals and also Octopus, a character that endured more growth throughout the movie than the lead. On the other hand, there were also the film's fair share of brainless jokes, such as the Sigourney Weaver announcement that was repeated so many times that it had a numbing effect, alongside the rehashed jokes from the first one including the whale calling and ""just keep swimming"" song that only remind the audience just how far Pixar have fallen.Overall, ""Finding Dory"" is by no means awful, it is however an extremely mediocre, average and forgettable film, adding yet another blemish on what used to be Pixar's quality track record. The future for the studio is not looking bright with 3 out of the 4 movies in production being more sequels, but let's hope that they have the capacity to try something different or at least slightly straying from the norm."
4,Non-Stop Panic Attacks & Some Comedy Relief,13 July 2016,"Attention: This review is about the premise of the story and the reoccurring themes throughout the entire movie.A huge portion of this movie is Dory freaking out about memory loss. She is constantly going to a dark place, as she realizes over and over and over again, that she is in a perpetual nightmare of forgetting what she's doing and worrying about forgetting who her friends and family are.If you want to watch a mentally-ill fish continuously losing her sh**, beating up on herself for feeling inadequate, and flopping into a downward spiral of sadness, then this is the movie for you.Luckily, for the rest of us, there is comedy sprinkled throughout. But only just enough to feel like short breaks from the usual punishment of ""I keep forgetting, What is wrong with me, I keep forgetting, What was I doing, I keep forgetting, I am all alone, I keep forgetting, I need to remember what I was doing"", etc."
2,"Very Boring, not as good at the first!",2 September 2016,"This is probably the worst Pixar movie. My girlfriend and I fell asleep. The initial idea was good. But it wasn't funny at all! The ending was stupid.We didn't see it 3D, but even so, still could not have gave it more than 3 stars.I hope they wont't make it ""Finding Marlin"" or something since this was a huge disappointment after such a long time.I see here that many people are saying that this was better than Finding Nemo! Trust me, save your money for something else."
4,Good if you never saw Finding Nemo and have no expectations- bad otherwise,18 July 2016,"Is was an okay animated film but if know anything about Finding Nemo, not so good. Dory's infamous memory issues disappear in this film besides her occasionally saying that she has memory problems. Nemo and Marly basically disappear. I like the addition of the new cast and live the Modern Family addition. I love the new characters just was a horrible addition to Finding Nemo. Dory suddenly remembers the past and present- short term and long term memory, but continues to claim memory problems. Also, those of you claiming this is bad for foster, adopted children- Dory was not a foster child or an adopted child. She was just lost. Of course foster children or even adopted children fantasize that they are really loved by their birth parents. So do abused children, neglected children, children of drug addicts, and orphans. It doesn't hurt anything. It is natural. It Is normal. It is in good taste. I promise that if you in some way attempt to communicate that it is wrong for your child to view this innocent, animated film: you will lose credibility with your children. If your children have yet to be informed of their adoption: you will let them know. This film is G rated."
7,Charming and amusing.,19 June 2016,"Everyone's favourite forgetful fish, Dory (Ellen DeGeneres), is back on the big screen a whopping 13 years after joining Marlin (Albert Brooks) on a quest to find his missing clownfish son. This time, however, Dory takes centre stage. Shifting the focus from Nemo to Dory for this belated follow-up is a no-brainer; it allows Pixar to concoct a new ocean-spanning adventure without feeling too repetitive, whilst cleverly bringing the broader plot full-circle by having the child now looking for the parents. Even with the huge gap between movies, there are still obstacles to be circumvented in order to avoid sequelitis. Most of these are handled with the intelligence and elegance we have come to expect from Pixar, though some hurdles prove to be too big. The story goes to very different places from both a narrative and location perspective, but the messages behind the film – don't judge a book by its cover, spontaneity can be liberating, you can do anything if you try hard enough, etc – are all too familiar. With glorious cutting-edge animation, a string of creative sequences and a barrel-full of laughs, there won't be a single audience member, regardless of age, that'll be bored; yet there's also a lack of truly memorable moments that stop this from being a classic like its predecessor. It goes without saying that Dory is the star of the show, although the range of hilarious supporting characters is impressive. Ed O'Neill's cantankerous, camouflaging octopus Hank and Ty Burrell's self-doubting beluga whale Bailey shine brightest. It might not be in the top echelon of Pixar outings, but Finding Dory is a charming, amusing and thoughtful family flick worth visiting the cinema for."
4,One Big Cliché,10 December 2016,"One huge problem about Pixar is that they have been releasing too many long awaited sequels (and a prequel) like Toy Story 3 (which was even better than One and Two), Monsters University and recently this one.PLOT: The plot is too similar to Finding Nemo. Firstly, our protagonist (Dory) gets lost, her friends (Marlin and Nemo) go on a long journey to find her, at the aquarium she makes new friends, including an octopus who wants to escape and her old friend a whaleshark, she is briefly reunited with her friends and family, she is rescued and the gang returns home with new friends. The only differences are she gets lost while looking for her lost parents,it takes place in an aquarium in California, the new friends are the octopus, the whaleshark and the orca, and in the climax she is saved from a truck.CHARACTERS: Film makers will never learn that giving the comic relief character his/her own story is not a good idea.HUMOUR:Nearly half the jokes in this film fall flat, like Sigourney Weaver is the host of the aquarium. COME ON PIXAR YOU CAN DO BETTER THAN THAT!!!! In conclusion, Finding Dory robs the audiences worth $1.056 billion worldwide and felt like remake, not a sequel."
6,Alarmingly disappointing,17 July 2016,"I thought it would be one of the best second part ever made, but to my surprise it turned to be a standard bad second part.Where is the hilarious Dory and the amazingly essential funny characters like the fish tank ones in the first movie. I just found a basic line trying to make a good story. And a boring story trying to not cross the line of disgusting. Characters that have my barely passing grade. But my predictions for this movies were so high that the failure was bigger, just like, I hoped, for all the ones who saw it 13 years ago.See it if you want to know what happens with Dory's family at any cost, but if you just have a low curiosity, just don't see it. I recommend you to see finding Nemo again.Please don't even think to make a third movie in 13 years."
6,Disappointing,7 February 2017,"The movie itself was in my opinion disappointing. Maybe it's just me being grown up (which I doubt) but the movie was just lacking so much. Didn't laugh or even smile once throughout the movie. It was just meh i didn't feel like there was any humor in the movie and there wasn't any exciting parts either. After more than 10 years from finding Nemo to this it's just disappointing. I'm not saying it's bad, i'm just saying it's not as good as expected. There wasn't any part where i felt danger or where i felt that dory getting lost was actually important at all Music didn't make me feel anything through the whole movie. Animation could've been better as well. Could probably still be a good movie for kids but for people who already watched finding Nemo and who watches lots of movies its just not worth the money"
7,Sweet and charming,5 August 2017,"If you're looking for a cute and entertaining movie to kill some time on a lazy Sunday - go 4 it. ""Finding Dory"" is a sweet and charming sequel with a bunch of wonderful dubbers (Ellen DeGeneres, Albert Brooks, Ed O'Neill) and funny allusions to ""Finding Nemo"". No more, no less!"
8,Excellent for kids,29 June 2017,"Finding Dory had the potential to be annoying, and for a certain amount of time, it feels almost laborious due to Dory's memory loss being played for effect numerous times before her long term memory kicks into gear. Once it does, the movie takes off. Dory pulls Marlin and Nemo along with her to meet another batch of interesting and funny sea creatures, as she learns where she came from, how she got lost, and where her parents got off to. It's a terrific kids movie, and has enough emotional depth to stay interesting for the adults, especially those who were kids when Finding Nemo was out in 2003, and felt the fear and apprehension of Marlin as he and Dory hunted for his lost son.There will probably not be another one of these movies, but that's fine. The story is superb, the characters are diverse and fun, and there's plenty of bright colors and beautiful visuals to go around. It's heart is, undeniably, in the right place, with new, amazing side characters that has become expected from Pixar. It just never achieves the highest emotional impact on me, like I felt many previous Pixar films have had. Pixar is great at making animated movies that have more to them than just simple kids stuff, and they've proved that over and over. It's no accident that this movie is the highest grossing animated film of all time. ---From Yidioo"
10,"I laughed, I misted u",20 June 2017,"Back to the pond for Pixar, where we find things largely unchanged from the end of 2003's Finding Nemo. As the continually-forgetful blue tang Dory has a sudden enduring flash of her childhood, a rush of recall, she gathers the clownfish for one more globe-spanning adventure. The setup is a little soft, lingering too long in the shadow of the first film, but eventually we break free of that sentiment and forge a new (if similar) identity for the sequel. The closed-in landscape of an aquatic themed zoo/amusement park feels a bit claustrophobic at first glance, but as hijinx ensue and we learn more of Dory's early years, it all fleshes out nicely. No shortage of colorful new characters there, literally and figuratively, not the least of which is Ed O'Neill's escape artist ""septipus"" (having lost a tentacle in the touch tank), who treads dangerously close to becoming a deus ex machina with his versatility. O'Neill brings his usual disgruntled pessimism to the role, though, and some genuinely clever sight gags using the creature's natural assets go a long way to smoothing that over. He's overly convenient, but we're always glad to see him again. Witty and fast-paced, with a good mix of gags for the adults and their kids, plus a potent dose of the studio's famed poignancy. I laughed, I misted up, but I never quite fooled myself into thinking it was superior to the first."
7,"Cute and funny, just like the previous movie",1 June 2017,"Finding Dory is the sequel to the successful Finding Nemo movie. The story lines of these movies are quite similar. Both Nemo and Dory are lost and their friends/family try to find them. Through some clever, not always realistic, but funny ideas the movie ends happily ever after. Finding Dory is, just like the previous movie, very funny and is enjoyable for every age. The movie is really sweet and contains a beautiful message."
7,"Charming, funny with a great message",13 May 2017,"Finding Dory is not only a gorgeous-looking animated film, but a really family fun adventure. It's cheeky, funny, cute, naughty, crazy and heart-warming. It is not specially simple or over the top, and settles in a happy medium that will please kids and a adults alike. Although this is a sequel to Finding Nemo, the story feels like a film on its own, and while some of the events and characters in the first film appear also here, Finding Dory would still be a great film even if the first movie had never been made.Finding Dory is not a film about being lost, is a film a about finding who you are and finding home. It sends a message that your family is not always just your natural family, but those who include you in their family, help and love you when you don't have anybody else and you are most vulnerable.The story also sends a very positive message to any kid who has a disability, learning problem, or is just different. Dory has a short memory span, yet that problem makes her take decisions rapidly and be fearless and resolute, lets her evaluate any situation rapidly and make the best of it; Dory needs of other people, but she is so devoted and caring, that anybody wants to help her when she's in need. The analogy for those kids who are different is wonderful -- those things that seem to be a shortcoming and make you different, might end being the source of your greatness, helping you develop great qualities, and make of you an unique lovable individual. No animated movie can pass the adults' test without having great characters and great voices. This is the case here. The characters are varied, funny, have distinct personalities, and the actors lending their voices to them do a great job at infusing them with life and soul. I enjoyed Ellen being Dory. She did a great job at infusing Dory with that charm and soul the character needs. Besides, Ellen's natural voice has those things that are quintessential Dory: naughtiness, innocence, excitement and child-like tones. I found baby Dory absolutely adorable and wonderful. Once Dory becomes an adult and Ellen's voice is more fully there, I couldn't but hear Ellen, not always Dory. I would have liked her voice to be a bit more twinkled or morphed so as to allow Dory to take Ellen over, if you know what I mean.My main criticism to the film is perhaps the fact that the story becomes inorganic when we see an octopus driving a van and a fish reading signs and driving signs. Not that I didn't enjoy it, but I thought that somewhat didn't glue well with the rest of the film.The film comes together with the short film Pipper, which I reviewed elsewhere, and adorable addition to a great combo.Most enjoyable."
10,The best Pixar sequel since Toy Story 3.,10 April 2017,"After ""Toy Story 3"" was released back in 2010, Pixar has started to put out more and more follow ups to their previous critically acclaimed films this decade. I loved the aforementioned ""Toy Story 3"", loathed ""Cars 2"" and thought ""Monsters University"" was pretty good, but not as great as the first film. So, I really didn't know what to expect with ""Finding Dory"", the sequel to one of my favorite animated movies ""Finding Nemo."" I was nervous thinking it was just going to be a film that was going to be on par with Pixar's previous film ""The Good Dinosaur"", but at the same time I was excited hoping it would be as fun and clever as ""Inside Out"". And luckily enough, it was another winning movie from Pixar. ""Finding Dory"" is a great sequel that keeps up the excitement, makes you guess where the film is going to go, and is just straight up fun and funny.One year has passed from the previous film, and out favorite short-term memory loss fish Dory (Ellen DeGeneres), finally remembers something, her family. With the location being at ""the Jewel of Morro Bay, California"", she set outs with Marlin (Albert Brooks) and Nemo (now played by Hayden Rolence) to go find her parents. When they arrive off the coast in California, Dory is captured by marine biologists and taken to a marine life institute. While she's in quarantine, she meets a very grumpy octopus, no wait a minute, septapus as he has lost a tentacle, named Hank (Ed O'Neill). She asks him to help her find her family in the institute in exchange for a tag the biologists have placed on her which would take her to an aquarium in Cleveland. Meanwhile, Marlin and Nemo are trying to figure out how to get inside the institute to find Dory through any crazy means possible.The best part of ""Finding Dory"", like most Pixar movies is the story. It's crazy fun. It's exciting, funny, emotional, suspenseful, and keeps you guessing the whole way through which is what I really expect for a movie. The animation is also a great part of the film. Just like the first movie, it's beautiful. The colors are eye popping, the underwater world is mysterious, and the institute looks like a very nice place to visit. The characters once again are to many to count. Ellen DeGeneres is great as usual, Albert Brooks is pretty great, and I especially love Ed O'Neill as Hank. This octopus can blend into almost everything, which leads to some real funny comedy. Oh yeah, speaking of the comedy, this movie is hilarious. I think I was bawling my eyes out from laughing hard at this movie and I nearly got hiccups laughing too hard. The emotion is also where it needs to be. Some scenes in this movie can be tear jerker. Even though I didn't cry watching movies, I was very close to doing so watching this film.Personally, ""Finding Dory"" is the best Pixar sequel since ""Toy Story 3"". No doubt in my mind. It could be as good if not even better than ""Finding Nemo"". I am dead serious. I really love this film. It's great. I can probably go on forever praising this movie, but I probably shouldn't. All I can say is go check it out. Trust me. It really is worth your time."
4,Enjoyable but ultimately forgettable,21 August 2016,"13 years (yes, it's been that long) since 'Finding Nemo' the talented folks at Pixar again decide to break their 'no sequel' rule and bring us 'Finding Dory'.'Cars 2' and 'Monsters University' had their moments but weren't great, so I was going into this film with low expectations.However, despite there being quite a few similarities between the plots of both films 'Finding Dory' is entertaining enough, with lots of charm and humour.I did find it a bit repetitive at times though. We lost Dory, we find Dory, then something else happens to Dory. It almost seemed as though they were padding the story out.Is 'Finding Dory' set to be a classic? No. Could you just watch 'Finding Nemo' and forget this sequel was made? Yes. But for a better than average film then this is a good one to watch."
1,Made by the gods of political correctness,2 November 2016,"This movie is about a fish 'child' with short term memory loss. Why would Pixar make a movie about a fish with short term memory loss you ask? Because it is the politically correct venue of the day. It's not meant to entertain children but to ""teach them a lesson"" of how they should treat other children whom they happen to meet that have short term memory loss, which, in any person's life time, the odds of meeting anyone with this disability is almost nil. I'm really old and have never met any. But YOU have become so brain washed by political correctness that you don't even notice when it's being thrust upon you. I say YOU because I am too old to buy into this freedom stealing bull crap. This movie doesn't deserve to be given even a 1(one) but I can't give it anything lower. Watch this and know you are losing a portion of your life that you can't get back and that you are being fed propaganda. On the other hand the CGI is outstanding so if you want to watch for that part only then turn off the sound and enjoy the CGI. 'Nuff said."
